id,created_at,_keywords,platform,geo_lat,geo_lon,place,country,tweet_in_reply_to_id,retweet_count,favourite_count,user_id,user_screen_name,user_name,user_location,user_geoenabled,user_followers_count,user_friends_count,text
600450321538621440,Mon May 18 23:58:07 +0000 2015,#ModiInsultsIndia,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",,,,,,2,0,245004700,siddharthbhard,सिद्धार्थ भारद्वाज,,False,1529,1415,RT @aleemuddeenkhan: What if the sme stmt was used by @asadowaisi? Wud he been called Indian after it? #ModiInsultsIndia is all about upbri…
600450303515693058,Mon May 18 23:58:02 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,0,1,28316920,actindia, ActIndia India No.1, India - Bharat - Hindustan,True,3764,121,Senseless guys dares to hash-tag India's PM Narendra Modi ? #ModiInsultsIndia $ 32 billion investment badam-pishta? @PMOIndia @narendramodi
600450279717412864,Mon May 18 23:57:57 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,32,0,2840656240,SeenuTweetz,Happyness for CSK,,False,381,154,RT @K_T_L: Both are correct sir. #ModiInsultsIndia  https://t.co/jtN6gVTokN
600450265267863552,Mon May 18 23:57:53 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,5,0,1263282072,PriyabrataT,#IStandWithMMS,Hyderabad,True,2118,1058,RT @abyshektwit: Dear PM I personally never felt ashamed of being born as an Indian and or in India. You've shamed us by saying that😢😢😬 #Mo…
600450257739120640,Mon May 18 23:57:51 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,1351175460,1,1,115906007,rrrek,Bitter truth raj,"florida, USA",False,187,153,"@VipulBarthwal @OfficeOfRG  ok, 4 u every thing congres did was wrong, to correct that feku came. so y is He not doin that #modiinsultsindia"
600450234200653825,Mon May 18 23:57:46 +0000 2015,#ModiInsultsIndia,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",,,,,,4,0,245004700,siddharthbhard,सिद्धार्थ भारद्वाज,,False,1529,1415,"RT @iambeingkunal: The actually meaning of NAMO is 
""No Action Message Only ""
#ModiInsultsIndia 

@tweetfromRaghu @vikaskyogi @DrKumarVishw…"
600450220636250113,Mon May 18 23:57:43 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,4,0,1263282072,PriyabrataT,#IStandWithMMS,Hyderabad,True,2118,1058,"RT @zplusbaba: I am proud of Gandhi Nehru Patel and many other freedom fighters and not because of you Modi

#ModiInsultsIndia"
600449851118092288,Mon May 18 23:56:14 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,2,0,354077180,trubluindian,Ⓜ️OJO,DUBAI,False,58,250,It's insulting to hear the PM constantly ranting the same old tune on international shores! India didn't need this! #ModiInsultsIndia
600449823628603392,Mon May 18 23:56:08 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,146,0,559436577,Garg41Garg,Ishan Garg,,False,23,72,"RT @i_Aakanksha: Remaining 33.1% are those who r by borne unsatisfied AAPtards, CONGtards and Mullas, who r trending #ModiInsultsIndia http…"
600449761523576832,Mon May 18 23:55:53 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,6,0,1263282072,PriyabrataT,#IStandWithMMS,Hyderabad,True,2118,1058,RT @Save__India: #ModiInsultsIndia gets it back on twitter :-) @abdullah_omar  https://t.co/brXqqFGiJV
600449683681513472,Mon May 18 23:55:35 +0000 2015,#ModiInsultsIndia,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",,,,,,49,0,2220576571,navin1201,buddha paadri ,,False,42,82,"RT @RURALINDIA: I am horticulturist. Earn my livelihood with honour. I'm proud to be an Indian.
#ModiInsultsIndia"
600449668942692352,Mon May 18 23:55:31 +0000 2015,#ModiInsultsIndia,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",,,,,,53,0,151412606,Cool_Sidra2,Sidra Saleem,Karachi,True,49,574,"RT @joginderrawat: Indian was ashamed during 2002 communal riots bcoz Modi wreain fail to fulfill its duty as CM, #ModiInsultsIndia @shujag…"
600449568002551808,Mon May 18 23:55:07 +0000 2015,#ModiInsultsIndia,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",,,,,,25,0,245004700,siddharthbhard,सिद्धार्थ भारद्वाज,,False,1529,1415,RT @Iffidel: India is proud to have the world's best constitution giving justice and equality to all #ModiInsultsIndia @INCIndia http://t.c…
600449457809805312,Mon May 18 23:54:41 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,201,0,354077180,trubluindian,Ⓜ️OJO,DUBAI,False,58,250,RT @Radhika_Khera: Day isnt far when #ModiInsultsIndia will declare loudly from ramparts of red fort that his govt has been able to provide…
600449419260002304,Mon May 18 23:54:32 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,7,0,354077180,trubluindian,Ⓜ️OJO,DUBAI,False,58,250,"RT @FekuBuster: Unlike #ModiInsultsIndia, I was, I am and I will always be proud of India.
It's nothing to do with politics of the day."
600449418911846401,Mon May 18 23:54:31 +0000 2015,#ModiInsultsIndia,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",,,,,,11,0,245004700,siddharthbhard,सिद्धार्थ भारद्वाज,,False,1529,1415,RT @katrahul007: Indian PM welcomed by China without Arunachal Pradesh and J &amp; K in India map on state TV Limit crossed #ModiInsultsIndia
600449383230935040,Mon May 18 23:54:23 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1,2,354077180,trubluindian,Ⓜ️OJO,DUBAI,False,58,250,"India didn't develop in the last 365 days! I was proud, am proud &amp; always will be proud to be an Indian! No matter what! #ModiInsultsIndia"
600449188766224384,Mon May 18 23:53:37 +0000 2015,#ModiInsultsIndia,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",,,,,,4,0,358707301,Save__India,Insulted Indian #RG,,False,499,144,"RT @zplusbaba: I am proud of Gandhi Nehru Patel and many other freedom fighters and not because of you Modi

#ModiInsultsIndia"
600449162472128512,Mon May 18 23:53:30 +0000 2015,#ModiInsultsIndia,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",,,,,,21,0,245004700,siddharthbhard,सिद्धार्थ भारद्वाज,,False,1529,1415,"RT @terrific_10s: We r not ashamed of being born in India, we live for India, we r ready to die for India, proudly Indian, #ModiInsultsIndia"
600449099867918337,Mon May 18 23:53:15 +0000 2015,#ModiInsultsIndia,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",,,,,,6,2,358707301,Save__India,Insulted Indian #RG,,False,499,144,#ModiInsultsIndia gets it back on twitter :-) @abdullah_omar  https://t.co/brXqqFGiJV
600449090594308097,Mon May 18 23:53:13 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.0,"Chhattisgarh, India",India,,0,0,117334686,jhaalok,alok kumar jha,"Chhattisgarh, India",True,242,517,"Who r by borne unsatisfied AAPtards, CONGtards and Mullas, who r trending #ModiInsultsIndia"
600449089667338240,Mon May 18 23:53:13 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,0,0,1702801885,lnsaneworld,Jaqen H'ghar,India,True,98,327,"what else u expect from a sanghi....
#ModiInsultsIndia"
600449013524111360,Mon May 18 23:52:55 +0000 2015,#ModiInsultsIndia,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",,,,,,0,0,2571202272,WorldTweetNews,World News,"America, China, Russia. India",False,1681,1513,"""http://t.co/cOL3CPCM7z Trends:05:10 AM IST""
1. #ModiInsultsIndia
2. #ReasonsWhyImSingle
3. #YoureNotFunToBeWithIf
4. #IndiaWithBalochis…"
600449008746635264,Mon May 18 23:52:54 +0000 2015,#ModiInsultsIndia,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",,,,,,22,0,245004700,siddharthbhard,सिद्धार्थ भारद्वाज,,False,1529,1415,RT @bhargavsmarty: Mr @PMOIndia be proud as Indian always &amp; be ashamed tht as a PM u made us lower our head.. Vande matram proud Indian ! #…
600448945072934912,Mon May 18 23:52:38 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,3,0,2888339948,manojgoelinsa,Manoj Goel,,True,391,252,"RT @TrendieIN: ""Trending India:04:10 AM IST""
1. #ModiInsultsIndia
2. #ReasonsWhyImSingle
3. #IndiaWithBalochistan
4. Sterling
5. West Brom"
600448874977693696,Mon May 18 23:52:22 +0000 2015,#ModiInsultsIndia,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",,,,,,4,0,245004700,siddharthbhard,सिद्धार्थ भारद्वाज,,False,1529,1415,"RT @zplusbaba: I am proud of Gandhi Nehru Patel and many other freedom fighters and not because of you Modi

#ModiInsultsIndia"
600448823576563712,Mon May 18 23:52:09 +0000 2015,#ModiInsultsIndia,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",,,,,,5,0,245004700,siddharthbhard,सिद्धार्थ भारद्वाज,,False,1529,1415,RT @abyshektwit: Dear PM I personally never felt ashamed of being born as an Indian and or in India. You've shamed us by saying that😢😢😬 #Mo…
600448783281836034,Mon May 18 23:52:00 +0000 2015,#ModiInsultsIndia,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",,,,,,3,0,245004700,siddharthbhard,सिद्धार्थ भारद्वाज,,False,1529,1415,RT @abyshektwit: Did you feel ashamed when you were selling teas?? This motherland has made the person you are at present. Ashamed of you  …
600448632886665217,Mon May 18 23:51:24 +0000 2015,#ModiInsultsIndia,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",,,,,,120,0,151412606,Cool_Sidra2,Sidra Saleem,Karachi,True,49,574,"RT @FarhanKVirk: HAHAHAHAHAHAHAHAAH #ModiInsultsIndia I fully agree with this trend, What sort of PM does Endians have? http://t.co/G1sPYPP…"
600448213523386368,Mon May 18 23:49:44 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,0,0,260783566,iamudayreddy,Uday Reddy,,True,20,88,Keep barking haters!!  #ModiInsultsIndia
600448200869171200,Mon May 18 23:49:41 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,12,0,354077180,trubluindian,Ⓜ️OJO,DUBAI,False,58,250,RT @lady_intheblack: #ModiInsultsIndia I am jealous of his job..All time vacations. But I am very proud as an Indian. All gud doesn't hapn …
600448122699939840,Mon May 18 23:49:22 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,15,0,246194416,brownbrumby,Office Of Brumby,Australia,True,15795,1151,"RT @zplusbaba: Reverance - demanded
Favours - granted
Feku style of functioning.#ModiInsultsIndia http://t.co/7CG78jdeIB"
600447715445645312,Mon May 18 23:47:45 +0000 2015,#ModiInsultsIndia,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",,,,,,2,1,358707301,Save__India,Insulted Indian #RG,,False,499,144,Frustrated Photosopiyaa of Dear Leader #ModiInsultsIndia  https://t.co/6wMHVzoMRN
600447680733523969,Mon May 18 23:47:37 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,8,0,2438517674,nimiraja2011,Karthikraja,,True,298,211,RT @mi_mavala: I am certainly ashamed that a man who orchestrated 2002 riots is the PM of India. Not ashamed of my Indian heritage #ModiIns…
600447603176648704,Mon May 18 23:47:19 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,7,0,2438517674,nimiraja2011,Karthikraja,,True,298,211,"RT @Dsrihari82: What behaviour can be expected from a chaiwala who is a pathological lier,wife deserter,snooper? #ModiInsultsIndia"
600447587930374144,Mon May 18 23:47:15 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,83,0,596162623,katakshpariwar,Office Of Potato,भारत,True,411,738,"RT @JumleBazi: Biggest ""Jumla"" ever in Indian history!
""People were ashamed of being born in India"" 😭😭 #ModiInsultsIndia"
600447480120025088,Mon May 18 23:46:49 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,250,0,596162623,katakshpariwar,Office Of Potato,भारत,True,411,738,"RT @withRG: Prime Minister should maintain the dignity of the post and should not try to play dirty politics everywhere.

#ModiInsultsIndia"
600447455834939392,Mon May 18 23:46:43 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,47,0,596162623,katakshpariwar,Office Of Potato,भारत,True,411,738,"RT @65thakursahab: Now waiting for @arunjaitley to spin the PM's statement.
#ModiInsultsIndia"
600447436155322369,Mon May 18 23:46:39 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,119,0,596162623,katakshpariwar,Office Of Potato,भारत,True,411,738,"RT @RURALINDIA: My grandpa was a freedom fighter. Was jailed on the tip of a Sanghi. Was in jail for 3 yrs. I'm a proud Indian.
#ModiInsult…"
600447255565324288,Mon May 18 23:45:56 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,35,0,1614396654,anilkadam19,Anil Kadam,India,False,22,119,"RT @JunaidZed: Insulting own people in foreign is the latest foreign policy of BJP government.
#ModiInsultsindia #GappuModi #Feku"
600447251303936000,Mon May 18 23:45:55 +0000 2015,#ModiInsultsIndia,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",,,,,,3,0,358707301,Save__India,Insulted Indian #RG,,False,499,144,RT @rameezsada: The moment he became PM. #ModiInsultsIndia
600447133725003777,Mon May 18 23:45:27 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,201,0,596162623,katakshpariwar,Office Of Potato,भारत,True,411,738,RT @Radhika_Khera: Day isnt far when #ModiInsultsIndia will declare loudly from ramparts of red fort that his govt has been able to provide…
600446921442865152,Mon May 18 23:44:36 +0000 2015,#ModiInsultsIndia,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",,,,,,3,0,358707301,Save__India,Insulted Indian #RG,,False,499,144,"RT @Kewrious: #ModiInsultsIndia ""@abdullah_omar: Let's ask him if he was proud of his origins a year ago!!!! https://t.co/piApEY3yYx…"" #Pro…"
600446881903214592,Mon May 18 23:44:27 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,74,0,1614396654,anilkadam19,Anil Kadam,India,False,22,119,"RT @ShwetanshuMishr: You were CM for 13 yrs, as per 2011 cencus 43% in cities and 54% in villages doesn't have toilets in Gujarat. Doob Mar…"
600446829960925184,Mon May 18 23:44:14 +0000 2015,#ModiInsultsIndia,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",,,,,,8,0,358707301,Save__India,Insulted Indian #RG,,False,499,144,"RT @terrific_10s: @ndtv he is touring world with a begging bowl, where next? African countries? #ModiInsultsIndia"
600446799589941248,Mon May 18 23:44:07 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,174,0,596162623,katakshpariwar,Office Of Potato,भारत,True,411,738,"RT @VAvinash: #ModiInsultsIndia

Some1 needs to tell him
Elections r over &amp; he is PM already for over 1 year
Enough with Victory speech
Get…"
600446766433980416,Mon May 18 23:43:59 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,35,0,596162623,katakshpariwar,Office Of Potato,भारत,True,411,738,"RT @NarenderModiHR: मित्रों,
#ModiInsultsIndia is my favorite trend of 2015 year !!"
600446760071237632,Mon May 18 23:43:58 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,250,0,493380201,AmAroraWriting,Aman Arora,New Delhi,False,815,1734,"RT @withRG: Prime Minister should maintain the dignity of the post and should not try to play dirty politics everywhere.

#ModiInsultsIndia"
600446746670411777,Mon May 18 23:43:54 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,32,0,1614396654,anilkadam19,Anil Kadam,India,False,22,119,RT @_Prashantyadav: Modi insult india in foreign country saying that in india only waste nd I am going to clean. Shameful speech scam to sc…
600446729884979201,Mon May 18 23:43:50 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,8,0,352187332,BuchSudhir,Sudhir Buch,Hampton Hill,True,180,223,RT @mi_mavala: I am certainly ashamed that a man who orchestrated 2002 riots is the PM of India. Not ashamed of my Indian heritage #ModiIns…
600446695156002817,Mon May 18 23:43:42 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,83,0,1614396654,anilkadam19,Anil Kadam,India,False,22,119,"RT @JumleBazi: Biggest ""Jumla"" ever in Indian history!
""People were ashamed of being born in India"" 😭😭 #ModiInsultsIndia"
600446680769507329,Mon May 18 23:43:39 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,22,0,596162623,katakshpariwar,Office Of Potato,भारत,True,411,738,RT @bhargavsmarty: Mr @PMOIndia be proud as Indian always &amp; be ashamed tht as a PM u made us lower our head.. Vande matram proud Indian ! #…
600446647340961792,Mon May 18 23:43:31 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,65,0,1614396654,anilkadam19,Anil Kadam,India,False,22,119,RT @farhanindian: We're ashamed of having such a cheap PM who is self obsessed #ModiInsultsIndia #WithRG
600446631801139200,Mon May 18 23:43:27 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,175,0,352187332,BuchSudhir,Sudhir Buch,Hampton Hill,True,180,223,"RT @rkhuria: Modiji we never were, nor are or will be ashamed of India. But we are highly ashamed of u as a person, politician &amp; PM #ModiIn…"
600446582207680513,Mon May 18 23:43:15 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,195,0,352187332,BuchSudhir,Sudhir Buch,Hampton Hill,True,180,223,"RT @AsnaSays: We are ashamed that u represent India .It is our misfortune that u r our PM.#ModiInsultsIndia"
600446472190971904,Mon May 18 23:42:49 +0000 2015,#ModiInsultsIndia,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",,,,,,22,0,358707301,Save__India,Insulted Indian #RG,,False,499,144,RT @bhargavsmarty: Mr @PMOIndia be proud as Indian always &amp; be ashamed tht as a PM u made us lower our head.. Vande matram proud Indian ! #…
600446447461380096,Mon May 18 23:42:43 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,61,0,493380201,AmAroraWriting,Aman Arora,New Delhi,False,815,1734,"RT @ManojSahuG: When Churchill said after British India will be ruled by goons &amp; morons.

He actually meant it for ModiSarkar. #ModiInsults…"
600446377148055552,Mon May 18 23:42:26 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,0,0,2834774698,alphavrta,Vrta,United States,False,3,10,"Being at his best! @chronic_cretin
Leave Modi, guys like this are an insult to their parents.
#ModiInsultsIndia
https://t.co/WtdUVlmV7c"
600446374610505728,Mon May 18 23:42:26 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,16,0,1614396654,anilkadam19,Anil Kadam,India,False,22,119,"RT @CongressForever: Well said,Sir
@Aneela_Nadar @INCIndia @geetv79 @MehekF @KilaFateh @INCAseemKP @maulinshah9 #ModiInsultsIndia https://t…"
600446278187745280,Mon May 18 23:42:03 +0000 2015,#ModiInsultsIndia,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",,,,,,2,0,358707301,Save__India,Insulted Indian #RG,,False,499,144,RT @prmsheriff: #ModiInsultsIndia is trending on top! Respected @ndtv got something to report on this?
600446255765000192,Mon May 18 23:41:57 +0000 2015,#ModiInsultsIndia,"<a href=""http://www.hashgurus.com"" rel=""nofollow"">TrendingInIndia</a>",,,,,,0,0,3182438713,TrendsinIN,TrendsinIndia,Gurgaon,False,64,8,fantabulous! #ModiInsultsIndia is now Trending fast top 10 in India : http://t.co/pxKLGoevfg http://t.co/IntNcIRsvq
600446240917032961,Mon May 18 23:41:54 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,140,0,1614396654,anilkadam19,Anil Kadam,India,False,22,119,"RT @RURALINDIA: My apologies to Bhagat Singh, Rajguru, Sahdev &amp; numerous young men who sacrificed lives so tht 1 day a PM can shame them #M…"
600446199284375552,Mon May 18 23:41:44 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,3,0,2193602857,surendr04202886,Surendra Chawda Insa,Noida GB Nagar (UP) India,True,1104,1711,"RT @TrendieIN: ""Trending India:04:10 AM IST""
1. #ModiInsultsIndia
2. #ReasonsWhyImSingle
3. #IndiaWithBalochistan
4. Sterling
5. West Brom"
600446189650116610,Mon May 18 23:41:42 +0000 2015,#ModiInsultsIndia,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",,,,,,8,0,358707301,Save__India,Insulted Indian #RG,,False,499,144,RT @mi_mavala: I am certainly ashamed that a man who orchestrated 2002 riots is the PM of India. Not ashamed of my Indian heritage #ModiIns…
600446150416568320,Mon May 18 23:41:32 +0000 2015,#ModiInsultsIndia,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,195,0,1614396654,anilkadam19,Anil Kadam,India,False,22,119,"RT @AsnaSays: We are ashamed that u represent India .It is our misfortune that u r our PM.#ModiInsultsIndia"
