id,created_at,_keywords,platform,geo_lat,geo_lon,place,country,tweet_in_reply_to_id,retweet_count,favourite_count,user_id,user_screen_name,user_name,user_location,user_geoenabled,user_followers_count,user_friends_count,text
598276349715939328,Tue May 12 23:59:31 +0000 2015,4sq,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",,,,,,1,0,3249035043,AlyneBeta,Alyne Beta,,False,122,218,"I'm at Avenida Boa Viagem in Recife, PE http://t.co/6tSWL18EOz"
598276278236643328,Tue May 12 23:59:14 +0000 2015,4sq,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",,,,,,0,0,8173542,jtrammell,Jimmy Trammell,"West Palm Beach, FL",True,146,199,I'm at Springhill Suites By Marriott!  http://t.co/1AvK5y2apj
598276260813545473,Tue May 12 23:59:10 +0000 2015,4sq,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",-6.8850051,107.519508,"Padalarang 2, West Java",Indonesia,,0,0,162024962,Herry_k2d,Herry Rachmadyanto,"ÜT: -6.8789134,107.5967462",True,105,88,"I'm at SPBU 34-30527 in Bandung, West Java http://t.co/FXHbL7a2it"
598276105892712448,Tue May 12 23:58:33 +0000 2015,4sq,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",34.04502335,-118.23887587,"Los Angeles, CA",United States,,0,0,138089460,AnneVDM0519,Anna Jailene Aguilar,Johannesburg,True,199,190,"I'm at Little Tokyo Market Place in Los Angeles, CA http://t.co/IrS4Y74bc1"
598276101094416384,Tue May 12 23:58:32 +0000 2015,4sq,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",,,,,,1,0,3249035043,AlyneBeta,Alyne Beta,,False,122,218,I'm at Birosca http://t.co/nQwgCteWsg
598276010157731842,Tue May 12 23:58:10 +0000 2015,4sq,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",,,,,,1,0,3249035043,AlyneBeta,Alyne Beta,,False,122,218,I'm at Space Santo Cristo in Rio de Janeiro http://t.co/1C3gHe0V3p
598275591260008448,Tue May 12 23:56:31 +0000 2015,4sq,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",,,,,,1,0,3249035043,AlyneBeta,Alyne Beta,,False,122,218,"I'm at Tmax Tecidos in Campinas, SP http://t.co/3wag5p17O5"
598275519180738560,Tue May 12 23:56:13 +0000 2015,4sq,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",,,,,,0,0,20044947,VictorEsteves,Victor Esteves,São Paulo,True,188,372,I'm at Sabor Do Nordeste!  http://t.co/HJmfgAUPqM
598275275785371649,Tue May 12 23:55:15 +0000 2015,4sq,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",-19.54396248,-42.65566635,"Timóteo, Minas Gerais",Brasil,,0,0,565347686,mateus_elias2,mateus silva,timoteo/MG,True,417,723,I'm at PizzariaDros http://t.co/LyoDMWRXSF
598275132432510976,Tue May 12 23:54:41 +0000 2015,4sq,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",35.68448293,-97.50828763,"Edmond, OK",United States,,0,2,21352349,stevelackmeyer,Steve's OKC Central,Oklahoma City,True,11112,744,"getting back on routine (@ Mitch Park YMCA in Oklahoma City, OK) http://t.co/v4ku0mrStj"
